title,genres,rating
"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,"[4.5, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 3.5, 3.0, 5.0, 3.5, 3.0, 4.0, 4.0, 3.0, 3.0, 3.5, 1.0]"
Vagabond (Sans toit ni loi) (1985),Drama,[5.0]
Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,"[4.5, 3.5, 2.0, 2.0, 3.5, 1.0, 4.0, 4.0, 3.0, 4.5, 4.0, 3.5, 4.0, 2.0, 3.0, 4.0, 3.5, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 5.0, 2.5, 1.0]"
"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,"[4.0, 4.5, 3.0, 5.0, 4.0, 3.0, 4.0, 3.5, 4.0, 4.0, 3.0, 3.0, 3.5, 3.0, 4.5, 2.0, 2.5, 4.0]"
"King in New York, A (1957)",Comedy|Drama,[4.0]
"Woman of Paris, A (1923)",Drama,"[3.5, 4.5]"
"Fighting Seabees, The (1944)",Action|Drama|War,"[4.0, 3.0]"
Big Momma's House (2000),Comedy,"[3.0, 2.0, 0.5, 2.5, 3.0, 2.5, 2.0, 1.5, 2.0, 4.0, 1.0, 2.5, 3.0, 0.5, 4.0, 2.0, 1.0]"
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,[4.0]
American Gigolo (1980),Drama,"[1.0, 2.0, 2.5, 3.0, 4.0, 2.0, 4.0, 3.0]"
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,[3.0]
"Endless Summer, The (1966)",Documentary,"[3.0, 5.0, 4.5]"
"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,"[4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0]"
Blow-Out (La grande bouffe) (1973),Drama,"[5.0, 3.5]"
Quatermass and the Pit (1967),Horror|Sci-Fi,[3.0]
Puppet Master (1989),Horror|Sci-Fi|Thriller,"[3.0, 1.0]"
Puppet Master II (1991),Horror|Sci-Fi|Thriller,[3.0]
Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,"[3.0, 3.0]"
Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,[2.0]
Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,[2.0]
Rent-A-Cop (1988),Action|Comedy|Crime,[1.0]
Romeo and Juliet (1968),Drama|Romance,"[5.0, 3.5, 4.0, 5.0, 3.0, 2.5, 4.0, 5.0, 3.5, 3.0, 3.5, 3.5, 3.0, 3.0, 3.5]"
Stay Tuned (1992),Comedy,[2.5]
Blazing Saddles (1974),Comedy|Western,"[5.0, 3.0, 5.0, 4.0, 3.5, 3.5, 5.0, 4.5, 1.5, 4.5, 4.0, 3.5, 5.0, 4.5, 4.0, 4.0, 3.5, 3.0, 4.5, 2.5, 3.0, 3.5, 4.5, 4.5, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.5, 3.0, 4.5, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 2.0, 4.5, 5.0, 0.5, 4.0, 5.0, 4.0, 4.0, 4.5, 4.0, 4.5, 3.0, 3.5, 4.0, 5.0]"
Benji (1974),Adventure|Children,"[4.0, 3.0, 2.0, 5.0, 5.0]"
Benji the Hunted (1987),Adventure|Children,"[4.0, 5.0]"
For the Love of Benji (1977),Adventure|Children|Comedy|Drama,[4.0]
White Christmas (1954),Comedy|Musical|Romance,"[4.0, 3.5, 4.0, 4.0, 4.0, 4.5, 4.5, 5.0]"
Eraserhead (1977),Drama|Horror,"[4.0, 3.0, 4.0, 3.0, 4.0, 5.0, 3.5, 5.0, 2.5, 3.5]"
Baraka (1992),Documentary,"[4.5, 3.0, 4.0, 5.0]"
"Man with the Golden Arm, The (1955)",Drama,[5.0]
"Decline of Western Civilization, The (1981)",Documentary|Musical,"[4.0, 3.5]"
"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,[3.0]
For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,"[4.5, 4.5, 3.5, 4.0, 3.5, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.5, 4.0, 4.0, 5.0, 4.5, 4.0, 4.5, 4.5, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.5, 5.0, 3.0, 3.5, 3.0, 4.0, 5.0]"
Magnum Force (1973),Action|Crime|Drama|Thriller,"[3.0, 5.0, 4.5, 2.0, 4.0]"
Blood Simple (1984),Crime|Drama|Film-Noir,"[4.0, 3.0, 2.5, 5.0, 5.0, 4.5, 3.0, 4.0, 3.0, 4.5, 4.0, 5.0, 5.0, 5.0, 3.5, 3.5, 3.0, 5.0, 3.5]"
"Fabulous Baker Boys, The (1989)",Drama|Romance,"[3.0, 3.0, 3.0, 3.0, 2.5, 4.0, 3.0]"
Prizzi's Honor (1985),Comedy|Drama|Romance,"[3.0, 3.0, 5.0, 4.0, 5.0, 3.0, 4.0, 4.0, 3.0]"
Flatliners (1990),Horror|Sci-Fi|Thriller,"[3.0, 3.0, 4.0, 4.0, 1.5, 3.0, 3.0, 2.5, 1.5, 3.0, 4.0, 3.0, 3.0, 2.0, 3.5]"
Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,[5.0]
Porky's (1982),Comedy,"[3.5, 1.0, 1.5, 2.0, 2.0, 3.0, 5.0, 2.0, 1.0, 1.0, 1.5]"
Porky's II: The Next Day (1983),Comedy,"[1.0, 1.0, 2.0, 3.0]"
Porky's Revenge (1985),Comedy,"[2.0, 1.0, 3.0, 3.0, 1.0]"
Private School (1983),Comedy,[3.0]
Class of Nuke 'Em High (1986),Comedy|Horror,[3.0]
"Toxic Avenger, The (1985)",Comedy|Horror,"[2.0, 1.0, 3.5, 2.0, 1.0, 3.0, 3.0, 1.5]"
"Toxic Avenger, Part II, The (1989)",Comedy|Horror,"[1.0, 3.0]"
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,"[1.0, 3.0]"
Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,"[4.0, 2.0, 3.5]"
Predator 2 (1990),Action|Sci-Fi|Thriller,"[2.5, 1.0, 2.0, 3.5, 3.0, 3.5, 5.0, 4.0, 2.5, 2.5, 5.0, 1.0, 4.0, 2.0, 3.0, 2.0, 2.0, 3.5, 3.0, 3.0, 3.0]"
"Running Man, The (1987)",Action|Sci-Fi,"[2.0, 4.5, 2.5, 4.0, 4.0, 3.0, 4.0, 4.0, 3.5, 3.0, 2.0, 2.5, 3.0, 2.0, 2.5, 2.0, 4.0, 2.5, 3.0, 4.0, 3.0, 2.0, 5.0, 4.5, 4.0, 3.0, 5.0, 1.5, 5.0, 3.0, 3.5, 3.0, 2.0, 3.0]"
Starman (1984),Adventure|Drama|Romance|Sci-Fi,"[2.0, 4.0, 4.0, 4.0, 3.0, 1.0, 3.0, 4.0, 4.0, 3.0, 3.0, 2.5, 3.5]"
"Brother from Another Planet, The (1984)",Drama|Sci-Fi,[2.5]
Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,"[2.0, 1.0, 4.0, 3.0, 2.0, 3.0, 5.0, 4.0, 2.5, 3.0, 3.0, 5.0, 3.0]"
Mad Max (1979),Action|Adventure|Sci-Fi,"[5.0, 3.5, 3.5, 3.5, 2.5, 3.0, 5.0, 4.5, 1.5, 3.5, 3.5, 3.0, 3.0, 2.0, 4.0, 2.0, 5.0, 4.0, 4.0, 3.5, 3.5, 3.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 3.0, 2.5, 2.0, 4.0, 4.0, 4.5, 3.0, 3.5, 4.0]"
"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,"[5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 1.5, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.5, 3.0, 3.5, 4.0, 3.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 3.5, 4.5, 5.0, 4.0, 4.5, 4.0, 3.0, 5.0, 5.0, 4.5]"
Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,"[2.0, 3.0, 3.5, 3.5, 4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 2.0, 2.0, 4.0, 3.5, 2.5, 3.5, 2.0]"
Bird on a Wire (1990),Action|Comedy|Romance,"[2.0, 2.0, 3.0, 2.5, 2.0, 2.0, 2.0, 3.0]"
Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,"[3.0, 4.0, 4.0, 3.0, 4.0, 1.0, 1.0, 4.0]"
9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,"[2.0, 3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 1.0, 3.0, 3.0]"
Firestarter (1984),Horror|Thriller,"[2.0, 4.0, 4.0, 2.0, 4.0, 3.0, 3.5, 3.0, 3.0, 2.0]"
Sleepwalkers (1992),Horror,[2.0]
Action Jackson (1988),Action|Comedy|Crime|Thriller,"[2.0, 1.0, 2.0]"
Sarafina! (1992),Drama,[4.0]
Soapdish (1991),Comedy,"[3.0, 3.0, 2.5]"
"Long Walk Home, The (1990)",Drama,[4.0]
Clara's Heart (1988),Drama,[2.5]
Burglar (1987),Comedy|Crime,"[1.5, 4.0]"
Fatal Beauty (1987),Action|Comedy|Crime|Drama,[1.0]
Gone in 60 Seconds (2000),Action|Crime,"[3.0, 2.0, 4.5, 4.0, 5.0, 2.5, 2.5, 3.0, 4.0, 4.0, 4.0, 4.0, 3.5, 4.0, 2.0, 1.5, 4.0, 3.0, 2.5, 3.0, 4.0, 2.5, 3.5, 3.5, 4.0, 4.0, 3.5, 3.5, 3.0, 2.5, 4.0, 3.0, 2.0, 3.0, 3.0, 3.5, 3.0, 3.0, 2.0, 3.0, 3.5, 2.0, 3.5, 3.5, 2.0, 2.0, 5.0, 3.5, 4.0, 3.0, 3.0, 3.5, 1.5, 4.5, 3.5, 2.5, 4.0, 4.0, 2.5, 3.5, 2.5]"
Love's Labour's Lost (2000),Comedy|Romance,"[2.0, 4.0]"
Sunshine (1999),Drama,[4.0]
Hamlet (1990),Drama,"[5.0, 4.0, 3.5, 3.0, 3.5]"
Coming Home (1978),Drama|War,"[4.0, 2.0, 4.0, 3.5, 3.0]"
American Pop (1981),Animation|Musical,"[3.0, 4.0]"
Assault on Precinct 13 (1976),Action|Thriller,"[3.0, 3.5, 3.0, 4.0, 4.5]"
Near Dark (1987),Horror|Western,"[4.5, 3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]"
One False Move (1992),Crime|Drama|Film-Noir|Thriller,"[3.0, 4.0, 4.0, 4.0]"
Shaft (1971),Action|Crime|Drama|Thriller,"[5.0, 4.0, 3.0]"
"Conversation, The (1974)",Drama|Mystery,"[4.0, 4.5, 4.0, 4.5, 3.5, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0]"
Cutter's Way (1981),Drama|Thriller,[3.0]
"Fury, The (1978)",Horror,"[3.0, 4.0, 1.0, 4.0]"
"Paper Chase, The (1973)",Drama,"[4.0, 4.0, 3.5]"
Serpico (1973),Crime|Drama,"[3.0, 4.5, 5.0, 4.0, 4.0, 4.0, 4.0, 4.5, 2.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.5]"
"Ace in the Hole (Big Carnival, The) (1951)",Drama,[3.0]
Lonely Are the Brave (1962),Drama|Western,[4.0]
"Sugarland Express, The (1974)",Drama,"[4.0, 2.0]"
Trouble in Paradise (1932),Comedy|Romance,[3.5]
Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,"[4.0, 2.0, 4.0, 4.0, 2.5, 5.0, 5.0, 4.0, 3.0, 4.0, 3.5, 3.5, 3.5, 4.0, 5.0, 2.0, 5.0, 5.0, 3.5, 3.0, 4.0, 3.5, 4.0, 4.5, 5.0, 4.0, 3.0, 4.5]"
Badlands (1973),Crime|Drama|Thriller,"[4.0, 4.5, 3.0, 4.0, 5.0, 4.0, 5.0, 4.5, 3.5, 3.0, 4.5]"
Battleship Potemkin (1925),Drama|War,"[4.0, 4.0, 4.0, 5.0, 4.0, 3.5, 4.5, 0.5, 4.0, 3.0]"
Boys and Girls (2000),Comedy|Romance,"[2.0, 1.0, 3.0]"
Shaft (2000),Action|Crime|Thriller,"[4.0, 2.0, 1.0, 3.5, 1.5, 4.0, 3.5, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.5, 1.5, 4.0, 1.0, 4.0, 3.0]"
Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,"[4.0, 4.0, 3.5, 3.0, 4.0, 4.0, 2.5, 2.5, 4.0, 3.0, 2.5, 3.0, 3.5, 3.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 3.0, 3.0, 3.5, 4.5, 5.0, 3.5, 3.0, 4.0, 3.0]"
Butterfly (La lengua de las mariposas) (1999),Drama,"[3.0, 5.0]"
Jesus' Son (1999),Drama,"[4.0, 3.0]"
Chicken Run (2000),Animation|Children|Comedy,"[3.5, 3.0, 5.0, 4.0, 3.0, 4.0, 2.5, 4.0, 4.0, 4.0, 4.0, 3.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.5, 5.0, 5.0, 5.0, 4.5, 4.0, 4.0, 3.5, 3.0, 3.0, 3.0, 1.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.5, 4.0, 4.0, 2.0, 2.5, 3.5, 3.0, 4.0, 4.5, 3.5, 3.0, 5.0, 4.0, 3.5, 2.0, 4.0, 5.0, 4.0, 2.0, 4.0, 3.0, 5.0, 5.0, 2.5, 3.5, 3.5, 4.0, 3.0, 2.5, 4.5, 3.5, 4.0, 4.0, 3.0, 4.0, 4.0, 4.5, 3.5, 4.5, 3.5, 2.0, 2.0, 4.0]"
"Me, Myself & Irene (2000)",Adventure|Comedy,"[3.0, 4.0, 4.0, 3.5, 2.0, 3.0, 2.0, 1.5, 2.0, 3.5, 3.0, 4.0, 3.5, 5.0, 3.0, 2.5, 4.0, 4.0, 3.0, 3.0, 2.5, 3.0, 1.0, 4.0, 2.0, 3.5, 3.0, 3.0, 3.0, 3.5, 4.0, 2.0, 4.0, 3.0, 4.0, 3.5, 3.5, 2.0, 3.0, 3.5, 4.0, 1.5, 3.5, 1.0, 4.0, 3.5]"
"Patriot, The (2000)",Action|Drama|War,"[4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.5, 3.5, 4.0, 4.0, 4.0, 3.0, 3.5, 2.0, 3.0, 4.0, 3.0, 4.5, 4.5, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.5, 2.0, 4.0, 0.5, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.0, 4.5, 1.0, 3.5, 3.5, 2.5, 4.0, 4.0, 5.0, 4.0, 4.0, 4.5, 3.5, 3.5, 0.5, 2.0, 2.5, 2.0, 4.5, 4.5, 5.0, 4.0, 2.0, 2.0, 1.0, 4.0, 3.5]"
"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"[4.0, 3.5, 2.0, 1.0, 3.0, 0.5, 3.0, 2.0, 1.0]"
"Perfect Storm, The (2000)",Drama|Thriller,"[4.5, 2.0, 5.0, 3.5, 3.5, 3.0, 1.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 2.5, 3.5, 4.0, 3.5, 1.5, 4.5, 2.0, 2.0, 0.5, 3.0, 2.5, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.5, 3.0, 4.0, 3.0, 2.5, 2.5, 3.5, 2.5, 3.5, 2.5, 2.5, 2.5, 5.0]"
"Golden Bowl, The (2000)",Drama,[4.0]
Communion (1989),Drama|Sci-Fi|Thriller,"[3.0, 4.0]"
"Kentucky Fried Movie, The (1977)",Comedy,"[5.0, 2.5, 3.0]"
"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,[4.0]
F/X (1986),Action|Crime|Thriller,"[3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.5, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,"[2.0, 2.0, 2.0, 3.0, 2.5]"
"Hot Spot, The (1990)",Crime|Drama|Romance,"[3.0, 3.0]"
Missing in Action (1984),Action|War,"[2.0, 3.0, 1.0, 2.0, 2.0, 2.5]"
Missing in Action 2: The Beginning (1985),Action|War,"[1.0, 2.0, 2.0]"
Braddock: Missing in Action III (1988),Action|War,"[1.5, 1.0]"
Thunderbolt and Lightfoot (1974),Action,"[4.0, 3.0, 3.0]"
Dreamscape (1984),Horror|Sci-Fi|Thriller,"[2.0, 2.0, 4.0, 2.0, 3.0, 3.0]"
The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,"[3.0, 5.0, 4.0]"
House Party (1990),Comedy,"[1.0, 3.0]"
House Party 2 (1991),Comedy|Drama|Romance,"[1.0, 1.0, 0.5, 0.5]"
Croupier (1998),Crime|Drama,"[4.0, 3.0, 4.0, 4.5, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0]"
"Kid, The (2000)",Comedy|Fantasy,"[2.0, 2.5, 3.5, 3.0, 2.0, 0.5, 1.0, 5.0, 3.0, 4.0, 2.0]"
Scary Movie (2000),Comedy|Horror,"[2.0, 1.0, 3.5, 2.0, 2.5, 4.0, 3.0, 4.0, 5.0, 4.5, 4.0, 2.5, 4.0, 1.5, 3.0, 5.0, 3.0, 3.5, 2.0, 3.5, 4.0, 4.0, 2.0, 2.0, 2.0, 1.5, 5.0, 3.0, 3.0, 3.5, 3.0, 2.0, 3.5, 2.0, 5.0, 0.5, 0.5, 3.0, 3.0, 5.0, 2.5, 4.5, 2.0, 1.5, 2.5, 2.5, 2.0, 2.0, 2.5, 3.0]"
But I'm a Cheerleader (1999),Comedy,"[1.0, 3.5, 2.0, 4.0]"
Shower (Xizao) (1999),Comedy,"[5.0, 3.0]"
Blow-Up (Blowup) (1966),Drama|Mystery,"[3.0, 4.0, 4.5, 3.5, 4.0, 3.0]"
"Pawnbroker, The (1964)",Drama,[3.5]
Groove (2000),Drama,"[4.0, 4.0]"
Footloose (1984),Drama,"[3.0, 3.0, 4.0, 4.0, 5.0, 3.0, 2.5, 2.5, 4.0, 3.0, 4.0, 3.0, 1.0, 3.0, 2.0, 4.0]"
Duel in the Sun (1946),Drama|Romance|Western,[5.0]
X-Men (2000),Action|Adventure|Sci-Fi,"[5.0, 3.5, 4.0, 4.0, 4.0, 3.5, 3.5, 3.5, 5.0, 4.0, 2.0, 5.0, 3.5, 3.0, 3.5, 3.5, 4.5, 4.0, 5.0, 3.5, 4.0, 4.0, 4.0, 5.0, 4.0, 3.5, 5.0, 4.0, 4.0, 4.0, 3.5, 4.0, 3.0, 4.5, 4.0, 1.0, 3.0, 3.5, 5.0, 3.5, 4.5, 2.5, 2.0, 3.5, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 3.5, 3.0, 4.0, 4.0, 4.5, 3.5, 4.0, 3.5, 4.0, 5.0, 3.0, 2.0, 0.5, 3.5, 3.0, 2.5, 4.0, 5.0, 3.5, 3.0, 3.0, 0.5, 4.0, 2.5, 3.5, 3.5, 5.0, 3.0, 4.0, 3.5, 3.5, 5.0, 4.0, 5.0, 4.0, 2.0, 5.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 3.0, 3.0, 3.5, 4.0, 4.0, 4.5, 5.0, 4.0, 3.5, 4.0, 3.0, 3.5, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.5, 3.5, 2.5, 4.0, 4.5, 4.5, 5.0, 3.0, 4.0, 3.0, 4.5, 4.0, 3.5, 3.0, 3.0, 4.0, 3.5]"
Chuck & Buck (2000),Comedy|Drama,"[2.0, 3.0]"
"Five Senses, The (1999)",Drama,[5.0]
"In Crowd, The (2000)",Thriller,"[3.0, 1.0, 4.0]"
What Lies Beneath (2000),Drama|Horror|Mystery,"[4.0, 2.0, 3.0, 5.0, 4.0, 3.0, 3.5, 2.0, 3.0, 3.5, 5.0, 3.0, 2.0, 4.0, 3.0, 1.5, 4.0, 3.0, 3.5, 3.0, 5.0, 1.5, 2.0, 3.0, 3.5]"
Pokémon the Movie 2000 (2000),Animation|Children,"[0.5, 0.5, 3.0, 3.0, 1.5, 1.0]"
Anatomy of a Murder (1959),Drama|Mystery,"[4.0, 4.0, 4.0, 4.0]"
Freejack (1992),Action|Sci-Fi,"[2.0, 2.0, 2.0, 2.0]"
Mackenna's Gold (1969),Western,[3.0]
Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,[3.0]
"Two Women (Ciociara, La) (1960)",Drama|War,[4.0]
What About Bob? (1991),Comedy,"[4.0, 3.0, 3.0, 1.0, 3.0, 4.0, 4.0, 3.5, 3.0, 4.0, 3.0, 4.0, 2.0, 3.5, 2.0, 4.5, 3.5, 3.0, 2.0, 5.0, 5.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 2.5, 2.5, 1.5]"
White Sands (1992),Drama|Thriller,"[3.0, 3.0, 3.0]"
Breaker Morant (1980),Drama|War,"[4.0, 5.0, 3.5, 3.0, 4.0, 4.0, 4.0]"
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,"[4.0, 4.0, 1.0, 3.0, 3.5, 5.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0]"
Interiors (1978),Drama,"[3.5, 4.0, 5.0]"
Love and Death (1975),Comedy,"[5.0, 3.0, 4.5, 4.0, 5.0, 3.5, 3.0, 5.0, 5.0]"
"Official Story, The (La historia oficial) (1985)",Drama,[4.0]
Tampopo (1985),Comedy,"[3.0, 5.0, 4.0]"
Nutty Professor II: The Klumps (2000),Comedy,"[3.0, 1.5, 2.5, 2.0, 2.0, 2.0, 2.0, 1.0, 1.5, 3.0, 4.0, 4.5, 1.5, 2.0, 1.0, 3.0]"
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,"[3.5, 5.0, 4.0, 4.0]"
Wonderland (1999),Drama,"[4.0, 4.0]"
Autumn in New York (2000),Drama|Romance,"[2.0, 2.0, 2.0, 2.5, 2.0, 1.0, 2.0, 0.5, 5.0, 4.5, 3.0]"
Coyote Ugly (2000),Comedy|Drama|Romance,"[3.0, 3.5, 3.0, 1.0, 0.5, 3.0, 3.5, 2.5, 3.0, 4.0, 3.0, 1.0, 4.0, 2.0, 2.0, 4.5, 3.0, 3.5, 1.5, 2.0, 3.0, 5.0, 4.0, 2.5, 4.0, 1.5, 1.0, 3.5, 1.5]"
Hollow Man (2000),Horror|Sci-Fi|Thriller,"[1.0, 3.0, 2.5, 3.5, 3.5, 2.0, 1.0, 2.5, 4.0, 3.0, 3.5, 2.0, 3.0, 2.0, 2.0, 2.0, 0.5, 0.5, 3.5, 2.5, 1.0, 3.0, 3.5, 2.0, 3.5, 1.5, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.5, 3.5, 4.0, 1.5, 1.0, 3.0]"
Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,"[4.0, 4.0, 3.0, 4.0, 3.5, 3.0, 3.0, 2.5, 3.0, 2.5, 3.5, 3.0, 3.0, 4.0, 2.0, 1.5, 3.0, 3.5, 2.5, 2.0, 1.0, 3.0, 2.0]"
Psycho Beach Party (2000),Comedy|Horror|Thriller,"[0.5, 2.5]"
Saving Grace (2000),Comedy,"[5.0, 3.5, 3.0, 4.0, 4.5, 3.0, 4.0, 4.5, 5.0, 2.5, 4.0]"
"Black Sabbath (Tre volti della paura, I) (1963)",Horror,[4.0]
"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,"[2.0, 1.0]"
Bronco Billy (1980),Adventure|Drama|Romance,"[3.0, 3.0]"
"Crush, The (1993)",Thriller,"[2.0, 2.0, 4.0, 2.0, 1.5, 1.5]"
Kelly's Heroes (1970),Action|Comedy|War,"[4.0, 5.0, 4.5, 4.0, 4.0, 5.0, 4.0, 4.0, 4.5, 3.0, 4.0, 5.0, 5.0, 2.5, 3.5]"
Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,"[1.0, 5.0, 1.5]"
Phantasm III: Lord of the Dead (1994),Horror,[2.0]
Phantasm IV: Oblivion (1998),Horror,"[1.0, 2.0, 2.0]"
Pumpkinhead (1988),Horror,"[4.0, 3.0, 2.0, 2.0, 1.0]"
Air America (1990),Action|Comedy,"[5.0, 2.5, 3.0, 1.5, 2.0, 3.0]"
Sleepaway Camp (1983),Horror,"[2.5, 4.0, 1.0, 2.0]"
Steel Magnolias (1989),Drama,"[4.0, 3.0, 3.5, 4.0, 3.0, 3.0, 2.0, 2.5, 5.0]"
And God Created Woman (Et Dieu... créa la femme) (1956),Drama,[4.0]
Easy Money (1983),Comedy,"[3.5, 4.0, 5.0, 2.0]"
"Ilsa, She Wolf of the SS (1974)",Horror,[2.0]
The Spiral Staircase (1945),Horror|Mystery|Thriller,"[4.0, 4.0]"
I'm the One That I Want (2000),Comedy,[5.0]
"Tao of Steve, The (2000)",Comedy,"[4.0, 4.0, 1.0, 3.0, 5.0, 3.5, 4.0, 3.5, 3.0, 3.5, 4.0, 2.5, 3.0]"
"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,"[5.0, 4.5]"
Bless the Child (2000),Thriller,[4.0]
Cecil B. DeMented (2000),Comedy,"[5.0, 4.0, 1.5, 3.0, 4.0]"
"Eyes of Tammy Faye, The (2000)",Documentary,"[3.5, 4.0]"
"Replacements, The (2000)",Comedy,"[2.0, 3.0, 3.0, 2.5, 2.5, 2.0, 2.5, 3.5, 3.0, 3.0, 0.5, 2.5, 4.0, 2.0, 3.5, 3.0, 3.0, 4.0, 1.5]"
About Adam (2000),Comedy,"[3.5, 4.0]"
"Cell, The (2000)",Drama|Horror|Thriller,"[4.0, 5.0, 3.5, 3.0, 3.0, 3.0, 3.5, 4.5, 3.0, 2.5, 2.0, 2.0, 1.0, 5.0, 3.5, 3.0, 2.5, 1.5, 3.0, 5.0, 2.5, 3.0, 3.0, 4.0, 2.5, 4.0, 3.5, 4.0, 2.5, 3.0, 3.0, 3.5, 1.0, 0.5, 4.0, 2.0, 3.0, 3.5, 1.0, 4.0, 4.5, 2.5, 2.0, 4.0, 3.0]"
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,"[1.0, 4.0, 1.5, 2.0, 2.0]"
"Original Kings of Comedy, The (2000)",Comedy|Documentary,"[3.0, 4.0, 2.0, 4.0]"
"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,"[4.0, 3.0, 3.0, 3.5, 2.0, 4.5, 2.0, 4.0, 3.0, 4.0, 3.5, 4.0, 3.5, 4.5, 2.0, 3.5, 4.0, 3.5, 3.0, 3.0, 5.0, 4.0, 5.0, 2.5, 4.5, 4.0, 3.0, 5.0, 2.5, 3.0, 4.0, 4.0, 4.0, 3.0, 3.5, 1.0, 4.5, 3.0, 3.5, 2.5, 3.0, 1.0]"
